Respondent,Hobbyist,Age,CompFreq,CompTotal,Country,CurrencySymbol,EdLevel,Employment,JobSat,NEWDevOps,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWStuck,OrgSize,PlatformDesireNextYear,Gender,UndergradMajor
5136.0,No,38.0,Yearly,130000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,,Yes,Yes,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,"1,000 to 4,999 employees",Linux;MacOS;Microsoft Azure;Windows,Man,Web development or web design
5142.0,Yes,43.0,Yearly,90000.0,Canada,CAD,"Associate degree (A.A., A.S., etc.)",Employed full-time,Slightly satisfied,No,Once a year,No,Yes,No,Visit Stack Overflow;Watch help / tutorial videos,"1,000 to 4,999 employees",Arduino;Raspberry Pi;Windows,Man,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
5147.0,Yes,40.0,Yearly,135000.0,Australia,AUD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,Yes,Once every few years,No,Yes,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,10 to 19 employees,,Woman,"A humanities discipline (such as literature, history, philosophy, etc.)"
5177.0,Yes,28.0,Monthly,40000.0,Taiwan,TWD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,Yes,Once a year,No,Yes,No,Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later,20 to 99 employees,Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;Microsoft Azure;Windows,Woman,"Computer science, computer engineering, or software engineering"
5185.0,Yes,44.0,Monthly,185000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Neither satisfied nor dissatisfied,Yes,Every few months,Not sure,No,Yes,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,100 to 499 employees,Android;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Microsoft Azure;Windows,Woman,"Computer science, computer engineering, or software engineering"
,Yes,37.0,Yearly,125000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Once a year,No,No,Yes,Visit Stack Overflow;Do other work and come back later,"10,000 or more employees",AWS;Docker;Kubernetes;Linux;Microsoft Azure;Windows,Man,"A humanities discipline (such as literature, history, philosophy, etc.)"
5213.0,No,47.0,Yearly,190000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Once every few years,No,No,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,20 to 99 employees,AWS;Docker;Google Cloud Platform,Man,"Computer science, computer engineering, or software engineering"
5214.0,No,32.0,Monthly,4830.0,Singapore,SGD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Neither satisfied nor dissatisfied,Yes,Once every few years,No,No,No,Play games;Visit Stack Overflow;Do other work and come back later,20 to 99 employees,Android;Google Cloud Platform;iOS;Linux,Woman,"Computer science, computer engineering, or software engineering"
5263.0,Yes,24.0,Monthly,30000.0,China,CNY,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly dissatisfied,,Every few months,No,Yes,No,Visit Stack Overflow,10 to 19 employees,MacOS;Windows,Man,"Computer science, computer engineering, or software engineering"
5283.0,Yes,27.0,Yearly,80000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Every few months,Not sure,Yes,No,Visit Stack Overflow;Do other work and come back later,2 to 9 employees,AWS;Docker;Heroku;Kubernetes,Man,"A social science (such as anthropology, psychology, political science, etc.)"
5300.0,Yes,41.0,Yearly,9500000.0,Japan,JPY,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Every few months,No,No,No,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later;Visit another developer community (please name):,"10,000 or more employees",AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure,Man,"Computer science, computer engineering, or software engineering"
5315.0,No,30.0,Monthly,7000.0,Malaysia,MYR,Some college/university study without earning a degree,Employed full-time,Slightly dissatisfied,No,Once every few years,Not sure,No,Yes,Play games;Call a coworker or friend;Visit Stack Overflow;Panic;Watch help / tutorial videos;Do other work and come back later,20 to 99 employees,,Woman,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
5334.0,Yes,33.0,Yearly,200000.0,United States,USD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly satisfied,Yes,Once every few years,Yes,Yes,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,"1,000 to 4,999 employees",Google Cloud Platform;Kubernetes;Linux;MacOS;Slack Apps and Integrations,Man,"Computer science, computer engineering, or software engineering"
5359.0,Yes,48.0,Yearly,130000.0,Australia,AUD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly satisfied,Yes,Once a year,No,Yes,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,100 to 499 employees,Android;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Windows;WordPress,Man,"Computer science, computer engineering, or software engineering"
5379.0,Yes,30.0,Yearly,217000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,,Once a year,Not sure,No,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later;Visit another developer community (please name):,"10,000 or more employees",AWS;Docker;Kubernetes;Linux;MacOS,Man,"Computer science, computer engineering, or software engineering"
5405.0,Yes,29.0,Yearly,141000.0,Australia,AUD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly dissatisfied,No,Every few months,,Yes,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,100 to 499 employees,Docker;MacOS,Woman,Web development or web design
5409.0,Yes,32.0,Yearly,145000.0,United States,USD,"Associate degree (A.A., A.S., etc.)",Employed full-time,Very satisfied,No,Every few months,No,No,Yes,Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later,500 to 999 employees,Android;AWS;Linux;Raspberry Pi,Woman,"Information systems, information technology, or system administration"
5411.0,No,26.0,Yearly,5500000.0,Japan,JPY,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Once a year,Not sure,Yes,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,500 to 999 employees,,Man,"Computer science, computer engineering, or software engineering"
5421.0,Yes,35.0,Monthly,8700.0,Singapore,SGD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Neither satisfied nor dissatisfied,No,Once a year,No,No,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,100 to 499 employees,AWS;Docker;Linux,Woman,"Computer science, computer engineering, or software engineering"
,Yes,28.0,Yearly,900000000.0,Iran,IRR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly satisfied,No,Once a year,Yes,No,No,Play games;Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,10 to 19 employees,AWS;Docker;Linux,Woman,"Computer science, computer engineering, or software engineering"
5431.0,Yes,29.0,Yearly,100000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Once a year,Not sure,Yes,Yes,Go for a walk or other physical activity;Visit another developer community (please name):,100 to 499 employees,AWS;Kubernetes;Linux,Man,Web development or web design
5434.0,Yes,24.0,Yearly,78000.0,Australia,AUD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly satisfied,Yes,,No,Yes,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity,100 to 499 employees,Android;AWS;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;Slack Apps and Integrations,Man,"Computer science, computer engineering, or software engineering"
5453.0,Yes,27.0,Yearly,85000.0,Canada,CAD,Some college/university study without earning a degree,Employed full-time,Slightly satisfied,Yes,Every few months,No,Yes,No,Visit Stack Overflow,100 to 499 employees,Docker;Google Cloud Platform;Heroku;Kubernetes;Linux,Woman,"Computer science, computer engineering, or software engineering"
5472.0,Yes,28.0,Monthly,50000.0,Argentina,ARS,Some college/university study without earning a degree,Employed full-time,Very satisfied,No,Every few months,Yes,No,Yes,Meditate;Call a coworker or friend;Visit Stack Overflow;Visit another developer community (please name):,2 to 9 employees,AWS;Docker;MacOS,Woman,"A humanities discipline (such as literature, history, philosophy, etc.)"
5496.0,Yes,31.0,Yearly,130000.0,Australia,AUD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Every few months,No,No,No,Play games;Call a coworker or friend;Panic;Do other work and come back later,"5,000 to 9,999 employees",AWS;Docker;Kubernetes;Linux,Woman,"Computer science, computer engineering, or software engineering"
5524.0,,34.0,Monthly,14000.0,Brazil,BRL,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Every few months,No,No,No,Visit Stack Overflow;Go for a walk or other physical activity,100 to 499 employees,Docker;Kubernetes,Woman,"Computer science, computer engineering, or software engineering"
5525.0,Yes,40.0,Yearly,240000.0,Australia,AUD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Once a year,No,Yes,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,20 to 99 employees,AWS;Docker;Google Cloud Platform;Kubernetes;Linux,Man,"Computer science, computer engineering, or software engineering"
5597.0,Yes,28.0,Yearly,135000.0,New Zealand,NZD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Once a year,No,Yes,No,Call a coworker or friend;Visit Stack Overflow,10 to 19 employees,Docker;Linux,Man,"Computer science, computer engineering, or software engineering"
5611.0,No,30.0,Yearly,103000.0,Canada,CAD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Once a year,Not sure,No,Yes,,20 to 99 employees,AWS;Kubernetes;Raspberry Pi;Slack Apps and Integrations,Man,"A social science (such as anthropology, psychology, political science, etc.)"
5619.0,Yes,28.0,Yearly,122000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,Very satisfied,Yes,Once every few years,Not sure,No,Yes,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,500 to 999 employees,Arduino;Docker;Kubernetes;Linux;Windows,Woman,"Computer science, computer engineering, or software engineering"
5622.0,Yes,23.0,Yearly,55000.0,Australia,AUD,Some college/university study without earning a degree,Employed full-time,Slightly dissatisfied,No,Every few months,,No,Yes,Visit Stack Overflow;Panic,2 to 9 employees,Android;iOS;Linux,Woman,"Computer science, computer engineering, or software engineering"
5630.0,No,35.0,Yearly,155000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,,Not sure,Yes,No,Call a coworker or friend;Go for a walk or other physical activity,100 to 499 employees,Microsoft Azure;Windows,Woman,"Information systems, information technology, or system administration"
5634.0,Yes,30.0,Yearly,156000.0,United States,USD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly dissatisfied,Yes,Every few months,No,No,Yes,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,"1,000 to 4,999 employees",AWS;Docker;iOS;Linux;MacOS,Man,"Computer science, computer engineering, or software engineering"
5638.0,No,37.0,Yearly,100000.0,Canada,CAD,"Associate degree (A.A., A.S., etc.)",Employed full-time,Slightly satisfied,No,Once a year,Not sure,Yes,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,20 to 99 employees,,Man,"Computer science, computer engineering, or software engineering"
5643.0,Yes,46.0,Yearly,145000.0,Australia,AUD,Some college/university study without earning a degree,Employed full-time,Slightly satisfied,No,Once a year,Yes,Yes,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,2 to 9 employees,Docker;Google Cloud Platform;iOS;Kubernetes;Microsoft Azure;Raspberry Pi;Windows,Woman,"Computer science, computer engineering, or software engineering"
5652.0,Yes,,Monthly,140000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Every few months,No,No,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,100 to 499 employees,Android;AWS;Docker;Kubernetes;Microsoft Azure;Windows;WordPress,Woman,"Computer science, computer engineering, or software engineering"
5657.0,Yes,35.0,Yearly,105000.0,Australia,AUD,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Very satisfied,No,Every few months,No,No,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later;Visit another developer community (please name):,2 to 9 employees,Android;AWS;iOS,Woman,"Computer science, computer engineering, or software engineering"
5666.0,Yes,36.0,Yearly,131000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Every few months,Yes,No,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,"5,000 to 9,999 employees",Arduino;Docker;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi;Slack Apps and Integrations,Woman,"Computer science, computer engineering, or software engineering"
,Yes,22.0,Monthly,23000.0,Hong Kong (S.A.R.),HKD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly dissatisfied,No,Once a year,Not sure,No,No,Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,20 to 99 employees,AWS;MacOS;Slack Apps and Integrations,Man,"Computer science, computer engineering, or software engineering"
